id,Timestamp,Module,Method_Name,Arguments,Responses,Exceptions,Execution Time (Sec),Arrival_Time,Departure_Time
301,2021:10:18:14:16:51.369387,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 146310, Y : Y: 2",None,None,0.0001710999931674,2021:10:18:14:16:51.290990,2021:10:18:14:16:51.298985
316,2021:10:18:14:16:51.594344,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001300000003539,2021:10:18:14:16:51.514857,2021:10:18:14:16:51.523853
327,2021:10:18:14:16:51.711576,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 126311, Y : Y: 2",None,None,0.0001485999964643,2021:10:18:14:16:51.632791,2021:10:18:14:16:51.640785
342,2021:10:18:14:16:51.940459,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001851999986683,2021:10:18:14:16:51.860547,2021:10:18:14:16:51.869540
353,2021:10:18:14:16:52.060843,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 106311, Y : Y: 2",None,None,0.0001264000020455,2021:10:18:14:16:51.981490,2021:10:18:14:16:51.991468
368,2021:10:18:14:16:52.291237,N9,MVNG,"axes: 1,2,3,0",None,None,0.0003382000140845,2021:10:18:14:16:52.209578,2021:10:18:14:16:52.222571
379,2021:10:18:14:16:52.405093,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 86311, Y : Y: 2",None,None,0.0001779000012902,2021:10:18:14:16:52.326508,2021:10:18:14:16:52.334505
394,2021:10:18:14:16:52.631957,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001989000011235,2021:10:18:14:16:52.552883,2021:10:18:14:16:52.560876
405,2021:10:18:14:16:52.745199,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 66311, Y : Y: 2",None,None,0.0002889999886974,2021:10:18:14:16:52.665848,2021:10:18:14:16:52.675840
420,2021:10:18:14:16:52.964857,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001650000049266,2021:10:18:14:16:52.885720,2021:10:18:14:16:52.894712
431,2021:10:18:14:16:53.081507,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 46312, Y : Y: 2",None,None,0.0001715999969746,2021:10:18:14:16:53.003645,2021:10:18:14:16:53.012640
446,2021:10:18:14:16:53.301617,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001774999982444,2021:10:18:14:16:53.222516,2021:10:18:14:16:53.231514
457,2021:10:18:14:16:53.417766,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 26312, Y : Y: 2",None,None,0.0002163000026484,2021:10:18:14:16:53.337444,2021:10:18:14:16:53.347438
472,2021:10:18:14:16:53.639861,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001376000000163,2021:10:18:14:16:53.561822,2021:10:18:14:16:53.568818
487,2021:10:18:14:16:53.797506,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 6312, Y : Y: 2",None,None,0.0002085000014631,2021:10:18:14:16:53.719600,2021:10:18:14:16:53.726597
502,2021:10:18:14:16:54.031343,N9,MVNG,"axes: 1,2,3,0",None,None,7.000000186963007e-05,2021:10:18:14:16:53.952468,2021:10:18:14:16:53.960464
513,2021:10:18:14:16:54.164085,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -13687, Y : Y: 2",None,None,0.0001334999979007,2021:10:18:14:16:54.086385,2021:10:18:14:16:54.093383
528,2021:10:18:14:16:54.390569,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001895000023068,2021:10:18:14:16:54.309761,2021:10:18:14:16:54.319756
539,2021:10:18:14:16:54.506359,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -33687, Y : Y: 2",None,None,0.0001843000063672,2021:10:18:14:16:54.427689,2021:10:18:14:16:54.435684
554,2021:10:18:14:16:54.729054,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001785000058589,2021:10:18:14:16:54.649704,2021:10:18:14:16:54.658699
565,2021:10:18:14:16:54.850152,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -53687, Y : Y: 2",None,None,0.0002200000017182,2021:10:18:14:16:54.771657,2021:10:18:14:16:54.779650
580,2021:10:18:14:16:55.073566,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001771999959601,2021:10:18:14:16:54.995536,2021:10:18:14:16:55.003530
591,2021:10:18:14:16:55.188701,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -73686, Y : Y: 2",None,None,0.0001257999974768,2021:10:18:14:16:55.110466,2021:10:18:14:16:55.118460
606,2021:10:18:14:16:55.422635,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001257999974768,2021:10:18:14:16:55.341835,2021:10:18:14:16:55.351829
617,2021:10:18:14:16:55.536678,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -93686, Y : Y: 2",None,None,0.0001780000020517,2021:10:18:14:16:55.457448,2021:10:18:14:16:55.466443
632,2021:10:18:14:16:55.767785,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001170000032288,2021:10:18:14:16:55.689315,2021:10:18:14:16:55.697311
647,2021:10:18:14:16:55.929878,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -113686, Y : Y: 2",None,None,0.0002052000054391,2021:10:18:14:16:55.844750,2021:10:18:14:16:55.859740
662,2021:10:18:14:16:56.149348,N9,MVNG,"axes: 1,2,3,0",None,None,9.380000119563192e-05,2021:10:18:14:16:56.070611,2021:10:18:14:16:56.078605
673,2021:10:18:14:16:56.268029,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -133686, Y : Y: 2",None,None,0.0001050999999279,2021:10:18:14:16:56.190536,2021:10:18:14:16:56.197533
688,2021:10:18:14:16:56.483063,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001733999961288,2021:10:18:14:16:56.403406,2021:10:18:14:16:56.412401
699,2021:10:18:14:16:56.604136,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -153685, Y : Y: 2",None,None,0.0001208999965456,2021:10:18:14:16:56.525939,2021:10:18:14:16:56.533935
714,2021:10:18:14:16:56.827679,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001538999931653,2021:10:18:14:16:56.748803,2021:10:18:14:16:56.756799
725,2021:10:18:14:16:56.942775,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -173685, Y : Y: 2",None,None,0.0002146000042557,2021:10:18:14:16:56.864732,2021:10:18:14:16:56.871728
740,2021:10:18:14:16:57.176171,N9,MVNG,"axes: 1,2,3,0",None,None,8.779999916441739e-05,2021:10:18:14:16:57.096589,2021:10:18:14:16:57.105587
755,2021:10:18:14:16:57.329533,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 166315, Y : Y: 2",None,None,0.0002438999945297,2021:10:18:14:16:57.250494,2021:10:18:14:16:57.259490
770,2021:10:18:14:16:57.552002,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001100000008591,2021:10:18:14:16:57.472359,2021:10:18:14:16:57.480890
781,2021:10:18:14:16:57.670304,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 146316, Y : Y: 2",None,None,0.0001688000047579,2021:10:18:14:16:57.591822,2021:10:18:14:16:57.599815
796,2021:10:18:14:16:57.897927,N9,MVNG,"axes: 1,2,3,0",None,None,0.000166400001035,2021:10:18:14:16:57.818683,2021:10:18:14:16:57.828676
807,2021:10:18:14:16:58.019054,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 126316, Y : Y: 2",None,None,0.0002709999971557,2021:10:18:14:16:57.938608,2021:10:18:14:16:57.948602
822,2021:10:18:14:16:58.244295,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001219999976456,2021:10:18:14:16:58.164469,2021:10:18:14:16:58.173464
833,2021:10:18:14:16:58.355181,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 106316, Y : Y: 2",None,None,0.0001391999976476,2021:10:18:14:16:58.276401,2021:10:18:14:16:58.284395
848,2021:10:18:14:16:58.581984,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001597999944351,2021:10:18:14:16:58.501788,2021:10:18:14:16:58.512780
863,2021:10:18:14:16:58.736836,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 86317, Y : Y: 2",None,None,0.0001958000066224,2021:10:18:14:16:58.656692,2021:10:18:14:16:58.665686
878,2021:10:18:14:16:58.970603,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001379000023007,2021:10:18:14:16:58.890549,2021:10:18:14:16:58.900542
889,2021:10:18:14:16:59.088324,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 66317, Y : Y: 2",None,None,0.0001092000020435,2021:10:18:14:16:59.008479,2021:10:18:14:16:59.017470
904,2021:10:18:14:16:59.320791,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001250000059371,2021:10:18:14:16:59.240340,2021:10:18:14:16:59.249335
915,2021:10:18:14:16:59.444761,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 46317, Y : Y: 2",None,None,0.0001821000041672,2021:10:18:14:16:59.366268,2021:10:18:14:16:59.374262
930,2021:10:18:14:16:59.669100,N9,MVNG,"axes: 1,2,3,0",None,None,9.169999975711109e-05,2021:10:18:14:16:59.589141,2021:10:18:14:16:59.598136
945,2021:10:18:14:16:59.824396,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 26318, Y : Y: 2",None,None,0.0002115999959642,2021:10:18:14:16:59.746049,2021:10:18:14:16:59.755045
960,2021:10:18:14:17:00.063942,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001688000047579,2021:10:18:14:16:59.983613,2021:10:18:14:16:59.992610
971,2021:10:18:14:17:00.200767,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 6318, Y : Y: 2",None,None,0.0001833999995142,2021:10:18:14:17:00.122530,2021:10:18:14:17:00.129526
986,2021:10:18:14:17:00.425279,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001730999938445,2021:10:18:14:17:00.346392,2021:10:18:14:17:00.355387
997,2021:10:18:14:17:00.543050,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -13682, Y : Y: 2",None,None,0.0001672999933362,2021:10:18:14:17:00.464850,2021:10:18:14:17:00.472843
1012,2021:10:18:14:17:00.772417,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001540999946882,2021:10:18:14:17:00.693709,2021:10:18:14:17:00.702705
1023,2021:10:18:14:17:00.904674,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -33682, Y : Y: 2",None,None,0.00017939999816,2021:10:18:14:17:00.825628,2021:10:18:14:17:00.833621
1038,2021:10:18:14:17:01.119453,N9,MVNG,"axes: 1,2,3,0",None,None,0.0002169000072171,2021:10:18:14:17:01.039495,2021:10:18:14:17:01.048491
1049,2021:10:18:14:17:01.243801,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -53681, Y : Y: 2",None,None,0.0001884999946923,2021:10:18:14:17:01.165420,2021:10:18:14:17:01.173414
1064,2021:10:18:14:17:01.465617,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001695999962976,2021:10:18:14:17:01.385820,2021:10:18:14:17:01.393813
1075,2021:10:18:14:17:01.597804,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -73681, Y : Y: 2",None,None,0.000202099996386,2021:10:18:14:17:01.519736,2021:10:18:14:17:01.526730
1090,2021:10:18:14:17:01.828104,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001729000068735,2021:10:18:14:17:01.748595,2021:10:18:14:17:01.757589
1105,2021:10:18:14:17:01.994189,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -93681, Y : Y: 2",None,None,0.0001729000068735,2021:10:18:14:17:01.913494,2021:10:18:14:17:01.923488
1120,2021:10:18:14:17:02.207567,N9,MVNG,"axes: 1,2,3,0",None,None,0.0002133999951183,2021:10:18:14:17:02.127364,2021:10:18:14:17:02.136357
1131,2021:10:18:14:17:02.320908,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -113680, Y : Y: 2",None,None,0.000268000003416,2021:10:18:14:17:02.243047,2021:10:18:14:17:02.250043
1146,2021:10:18:14:17:02.552182,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001410999975632,2021:10:18:14:17:02.472905,2021:10:18:14:17:02.481901
1157,2021:10:18:14:17:02.679332,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -133680, Y : Y: 2",None,None,0.0002043999993475,2021:10:18:14:17:02.600828,2021:10:18:14:17:02.608821
1172,2021:10:18:14:17:02.901305,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001392999984091,2021:10:18:14:17:02.821695,2021:10:18:14:17:02.831687
1187,2021:10:18:14:17:03.053070,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -153680, Y : Y: 2",None,None,0.0001689000055193,2021:10:18:14:17:02.973600,2021:10:18:14:17:02.982593
1202,2021:10:18:14:17:03.281212,N9,MVNG,"axes: 1,2,3,0",None,None,0.0002100999990943,2021:10:18:14:17:03.201459,2021:10:18:14:17:03.210453
1213,2021:10:18:14:17:03.394961,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -173679, Y : Y: 2",None,None,0.0001970000012079,2021:10:18:14:17:03.316387,2021:10:18:14:17:03.324383
1228,2021:10:18:14:17:03.620523,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001687000039964,2021:10:18:14:17:03.541263,2021:10:18:14:17:03.550257
1243,2021:10:18:14:17:03.791064,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 166321, Y : Y: 2",None,None,0.0002233999985037,2021:10:18:14:17:03.711952,2021:10:18:14:17:03.719946
1258,2021:10:18:14:17:04.020165,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001141000029747,2021:10:18:14:17:03.939811,2021:10:18:14:17:03.951803
1273,2021:10:18:14:17:04.181927,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 146321, Y : Y: 2",None,None,0.0001914000022225,2021:10:18:14:17:04.102710,2021:10:18:14:17:04.110705
1288,2021:10:18:14:17:04.405975,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001516000047558,2021:10:18:14:17:04.324575,2021:10:18:14:17:04.334569
1303,2021:10:18:14:17:37.614423,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 148118, Y : Y: 2",None,None,0.0002209999947808,2021:10:18:14:17:37.536242,2021:10:18:14:17:37.543238
1318,2021:10:18:14:17:37.845372,N9,MVNG,"axes: 1,2,3,0",None,None,0.0002080999984173,2021:10:18:14:17:37.765611,2021:10:18:14:17:37.773608
1329,2021:10:18:14:17:37.969372,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 168118, Y : Y: 2",None,None,0.0001545999984955,2021:10:18:14:17:37.888546,2021:10:18:14:17:37.898540
1344,2021:10:18:14:17:38.202272,N9,MVNG,"axes: 1,2,3,0",None,None,0.000163100005011,2021:10:18:14:17:38.119408,2021:10:18:14:17:38.131402
1355,2021:10:18:14:17:38.320413,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -171883, Y : Y: 2",None,None,0.0001821000041672,2021:10:18:14:17:38.239340,2021:10:18:14:17:38.249334
1370,2021:10:18:14:17:38.542315,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001702000008663,2021:10:18:14:17:38.463208,2021:10:18:14:17:38.471203
1381,2021:10:18:14:17:38.656311,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -151883, Y : Y: 2",None,None,0.0001186000008601,2021:10:18:14:17:38.575655,2021:10:18:14:17:38.584647
1396,2021:10:18:14:17:38.877975,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001784000050975,2021:10:18:14:17:38.798528,2021:10:18:14:17:38.806526
1407,2021:10:18:14:17:38.992932,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -131883, Y : Y: 2",None,None,0.0002289999974891,2021:10:18:14:17:38.913460,2021:10:18:14:17:38.922452
1422,2021:10:18:14:17:39.213542,N9,MVNG,"axes: 1,2,3,0",None,None,9.889999637380242e-05,2021:10:18:14:17:39.133249,2021:10:18:14:17:39.142243
1433,2021:10:18:14:17:39.332588,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -111883, Y : Y: 2",None,None,0.0001794999989215,2021:10:18:14:17:39.253180,2021:10:18:14:17:39.261178
1448,2021:10:18:14:17:39.550709,N9,MVNG,"axes: 1,2,3,0",None,None,0.000187099998584,2021:10:18:14:17:39.470553,2021:10:18:14:17:39.479552
1459,2021:10:18:14:17:39.671525,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -91884, Y : Y: 2",None,None,0.0001526999985799,2021:10:18:14:17:39.593488,2021:10:18:14:17:39.600483
1474,2021:10:18:14:17:39.889961,N9,MVNG,"axes: 1,2,3,0",None,None,0.0002436999930068,2021:10:18:14:17:39.809358,2021:10:18:14:17:39.821355
1485,2021:10:18:14:17:40.008263,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -71884, Y : Y: 2",None,None,0.0002052000054391,2021:10:18:14:17:39.928292,2021:10:18:14:17:39.937288
1500,2021:10:18:14:17:40.221434,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001781000028131,2021:10:18:14:17:40.141172,2021:10:18:14:17:40.150160
1511,2021:10:18:14:17:40.338719,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -51884, Y : Y: 2",None,None,0.0001659999979892,2021:10:18:14:17:40.258603,2021:10:18:14:17:40.267597
1526,2021:10:18:14:17:40.570104,N9,MVNG,"axes: 1,2,3,0",None,None,0.000141500000609,2021:10:18:14:17:40.490472,2021:10:18:14:17:40.498467
1537,2021:10:18:14:17:40.693815,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -31885, Y : Y: 2",None,None,0.0001862000062828,2021:10:18:14:17:40.613404,2021:10:18:14:17:40.622400
1552,2021:10:18:14:17:40.910153,N9,MVNG,"axes: 1,2,3,0",None,None,0.000189099999261,2021:10:18:14:17:40.830281,2021:10:18:14:17:40.838276
1563,2021:10:18:14:17:41.020801,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: -11885, Y : Y: 2",None,None,0.0001698999985819,2021:10:18:14:17:40.939214,2021:10:18:14:17:40.952205
1578,2021:10:18:14:17:41.258648,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001615999935893,2021:10:18:14:17:41.177580,2021:10:18:14:17:41.193569
1589,2021:10:18:14:17:41.383366,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 8115, Y : Y: 2",None,None,0.0001537000061944,2021:10:18:14:17:41.303361,2021:10:18:14:17:41.313355
1604,2021:10:18:14:17:41.613788,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001827999949455,2021:10:18:14:17:41.533219,2021:10:18:14:17:41.542214
1615,2021:10:18:14:17:41.741004,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 28114, Y : Y: 2",None,None,0.0001678999979048,2021:10:18:14:17:41.660141,2021:10:18:14:17:41.670136
1630,2021:10:18:14:17:41.983666,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001240999990841,2021:10:18:14:17:41.904011,2021:10:18:14:17:41.913005
1641,2021:10:18:14:17:42.102199,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 48114, Y : Y: 2",None,None,0.0001495000033173,2021:10:18:14:17:42.022952,2021:10:18:14:17:42.030939
1656,2021:10:18:14:17:42.323985,N9,MVNG,"axes: 1,2,3,0",None,None,0.0002749999985098,2021:10:18:14:17:42.242001,2021:10:18:14:17:42.252994
1671,2021:10:18:14:17:42.480400,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 68114, Y : Y: 2",None,None,0.0001622999989194,2021:10:18:14:17:42.401911,2021:10:18:14:17:42.408907
1686,2021:10:18:14:17:42.716055,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001725000038277,2021:10:18:14:17:42.637293,2021:10:18:14:17:42.645288
1697,2021:10:18:14:17:42.828765,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 88114, Y : Y: 2",None,None,0.0002035999932559,2021:10:18:14:17:42.749224,2021:10:18:14:17:42.759218
1712,2021:10:18:14:17:43.064241,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001260999997612,2021:10:18:14:17:42.983444,2021:10:18:14:17:42.993438
1723,2021:10:18:14:17:43.179989,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 108113, Y : Y: 2",None,None,0.000193500003661,2021:10:18:14:17:43.100373,2021:10:18:14:17:43.108368
1738,2021:10:18:14:17:43.418695,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001787999935913,2021:10:18:14:17:43.336226,2021:10:18:14:17:43.347221
1749,2021:10:18:14:17:43.536472,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 128113, Y : Y: 2",None,None,0.000198800000362,2021:10:18:14:17:43.454155,2021:10:18:14:17:43.466148
1764,2021:10:18:14:17:43.764856,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001799000019673,2021:10:18:14:17:43.684710,2021:10:18:14:17:43.693704
1775,2021:10:18:14:17:43.888277,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 148113, Y : Y: 2",None,None,0.0001958999928319,2021:10:18:14:17:43.808636,2021:10:18:14:17:43.817630
1790,2021:10:18:14:17:44.111360,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001833999995142,2021:10:18:14:17:44.030497,2021:10:18:14:17:44.039496
1801,2021:10:18:14:17:44.240049,N9,ARM,"v : velocity: -187400, A : acceleration: -13700, R : relative: 172140, X : X: 168112, Y : Y: 2",None,None,0.0002277000021422,2021:10:18:14:17:44.160419,2021:10:18:14:17:44.168414
1816,2021:10:18:14:17:44.462990,N9,MVNG,"axes: 1,2,3,0",None,None,0.0001745000045048,2021:10:18:14:17:44.382283,2021:10:18:14:17:44.394276
